date,state,county,fips,cases,deaths,population,daily_cases,daily_deaths
2020-06-02,Georgia,Cobb,13067,3056,183,745057,4,0
2020-06-02,Georgia,DeKalb,13089,3803,121,743187,8,0
2020-06-02,Georgia,Fulton,13121,4638,242,1021902,17,1
2020-06-02,Georgia,Gwinnett,13135,3891,133,902298,21,1
2020-06-02,Georgia,Hall,13139,2508,50,195961,1,1
2020-06-03,Georgia,Cobb,13067,3097,186,745057,41,3
2020-06-03,Georgia,DeKalb,13089,3874,122,743187,71,1
2020-06-03,Georgia,Fulton,13121,4688,244,1021902,50,2
2020-06-03,Georgia,Gwinnett,13135,4063,135,902298,172,2
2020-06-03,Georgia,Hall,13139,2539,50,195961,31,0
2020-06-04,Georgia,Cobb,13067,3165,190,745057,68,4
2020-06-04,Georgia,DeKalb,13089,3939,122,743187,65,0
2020-06-04,Georgia,Fulton,13121,4724,250,1021902,36,6
2020-06-04,Georgia,Gwinnett,13135,4267,135,902298,204,0
2020-06-04,Georgia,Hall,13139,2566,50,195961,27,0
2020-06-05,Georgia,Cobb,13067,3223,194,745057,58,4
2020-06-05,Georgia,DeKalb,13089,3986,124,743187,47,2
2020-06-05,Georgia,Fulton,13121,4790,250,1021902,66,0
2020-06-05,Georgia,Gwinnett,13135,4372,136,902298,105,1
2020-06-05,Georgia,Hall,13139,2596,50,195961,30,0
2020-06-06,Georgia,Cobb,13067,3242,193,745057,19,-1
2020-06-06,Georgia,DeKalb,13089,4008,125,743187,22,1
2020-06-06,Georgia,Fulton,13121,4822,252,1021902,32,2
2020-06-06,Georgia,Gwinnett,13135,4433,137,902298,61,1
2020-06-06,Georgia,Hall,13139,2615,50,195961,19,0
2020-06-07,Georgia,Cobb,13067,3249,193,745057,7,0
2020-06-07,Georgia,DeKalb,13089,4012,125,743187,4,0
2020-06-07,Georgia,Fulton,13121,4823,252,1021902,1,0
2020-06-07,Georgia,Gwinnett,13135,4440,137,902298,7,0
2020-06-07,Georgia,Hall,13139,2616,50,195961,1,0
2020-06-08,Georgia,Cobb,13067,3298,196,745057,49,3
2020-06-08,Georgia,DeKalb,13089,4054,125,743187,42,0
2020-06-08,Georgia,Fulton,13121,4887,256,1021902,64,4
2020-06-08,Georgia,Gwinnett,13135,4598,139,902298,158,2
2020-06-08,Georgia,Hall,13139,2642,50,195961,26,0
2020-06-09,Georgia,Cobb,13067,3337,203,745057,39,7
2020-06-09,Georgia,DeKalb,13089,4120,135,743187,66,10
2020-06-09,Georgia,Fulton,13121,4925,272,1021902,38,16
2020-06-09,Georgia,Gwinnett,13135,4692,143,902298,94,4
2020-06-09,Georgia,Hall,13139,2664,51,195961,22,1
2020-06-10,Georgia,Cobb,13067,3370,210,745057,33,7
2020-06-10,Georgia,DeKalb,13089,4186,136,743187,66,1
2020-06-10,Georgia,Fulton,13121,4989,273,1021902,64,1
2020-06-10,Georgia,Gwinnett,13135,4808,142,902298,116,-1
2020-06-10,Georgia,Hall,13139,2686,52,195961,22,1
2020-06-11,Georgia,Cobb,13067,3471,214,745057,101,4
2020-06-11,Georgia,DeKalb,13089,4229,139,743187,43,3
2020-06-11,Georgia,Fulton,13121,5031,273,1021902,42,0
2020-06-11,Georgia,Gwinnett,13135,4980,150,902298,172,8
2020-06-11,Georgia,Hall,13139,2699,54,195961,13,2
2020-06-12,Georgia,Cobb,13067,3522,215,745057,51,1
2020-06-12,Georgia,DeKalb,13089,4282,142,743187,53,3
2020-06-12,Georgia,Fulton,13121,5069,280,1021902,38,7
2020-06-12,Georgia,Gwinnett,13135,5089,152,902298,109,2
2020-06-12,Georgia,Hall,13139,2727,55,195961,28,1
2020-06-13,Georgia,Cobb,13067,3557,215,745057,35,0
2020-06-13,Georgia,DeKalb,13089,4303,145,743187,21,3
2020-06-13,Georgia,Fulton,13121,5100,284,1021902,31,4
2020-06-13,Georgia,Gwinnett,13135,5141,152,902298,52,0
2020-06-13,Georgia,Hall,13139,2740,55,195961,13,0
2020-06-14,Georgia,Cobb,13067,3581,216,745057,24,1
2020-06-14,Georgia,DeKalb,13089,4311,145,743187,8,0
2020-06-14,Georgia,Fulton,13121,5106,285,1021902,6,1
2020-06-14,Georgia,Gwinnett,13135,5172,152,902298,31,0
2020-06-14,Georgia,Hall,13139,2747,55,195961,7,0
2020-06-15,Georgia,Cobb,13067,3618,217,745057,37,1
2020-06-15,Georgia,DeKalb,13089,4355,148,743187,44,3
2020-06-15,Georgia,Fulton,13121,5157,290,1021902,51,5
2020-06-15,Georgia,Gwinnett,13135,5308,155,902298,136,3
2020-06-15,Georgia,Hall,13139,2755,55,195961,8,0
2020-06-16,Georgia,Cobb,13067,3679,218,745057,61,1
2020-06-16,Georgia,DeKalb,13089,4411,152,743187,56,4
2020-06-16,Georgia,Fulton,13121,5148,295,1021902,-9,5
2020-06-16,Georgia,Gwinnett,13135,5451,156,902298,143,1
2020-06-16,Georgia,Hall,13139,2787,56,195961,32,1
2020-06-17,Georgia,Cobb,13067,3712,222,745057,33,4
2020-06-17,Georgia,DeKalb,13089,4489,155,743187,78,3
2020-06-17,Georgia,Fulton,13121,5292,299,1021902,144,4
2020-06-17,Georgia,Gwinnett,13135,5658,158,902298,207,2
2020-06-17,Georgia,Hall,13139,2822,58,195961,35,2
2020-06-18,Georgia,Cobb,13067,3751,224,745057,39,2
2020-06-18,Georgia,DeKalb,13089,4541,158,743187,52,3
2020-06-18,Georgia,Fulton,13121,5325,301,1021902,33,2
2020-06-18,Georgia,Gwinnett,13135,5753,159,902298,95,1
2020-06-18,Georgia,Hall,13139,2874,58,195961,52,0
2020-06-19,Georgia,Cobb,13067,3807,229,745057,56,5
2020-06-19,Georgia,DeKalb,13089,4637,164,743187,96,6
2020-06-19,Georgia,Fulton,13121,5400,304,1021902,75,3
2020-06-19,Georgia,Gwinnett,13135,5958,161,902298,205,2
2020-06-19,Georgia,Hall,13139,2901,58,195961,27,0
2020-06-20,Georgia,Cobb,13067,3841,229,745057,34,0
2020-06-20,Georgia,DeKalb,13089,4666,165,743187,29,1
2020-06-20,Georgia,Fulton,13121,5444,304,1021902,44,0
2020-06-20,Georgia,Gwinnett,13135,6043,162,902298,85,1
2020-06-20,Georgia,Hall,13139,2922,58,195961,21,0
2020-06-21,Georgia,Cobb,13067,3893,230,745057,52,1
2020-06-21,Georgia,DeKalb,13089,4694,165,743187,28,0
2020-06-21,Georgia,Fulton,13121,5496,304,1021902,52,0
2020-06-21,Georgia,Gwinnett,13135,6151,162,902298,108,0
2020-06-21,Georgia,Hall,13139,2935,58,195961,13,0
2020-06-22,Georgia,Cobb,13067,3969,229,745057,76,-1
2020-06-22,Georgia,DeKalb,13089,4791,165,743187,97,0
2020-06-22,Georgia,Fulton,13121,5705,304,1021902,209,0
2020-06-22,Georgia,Gwinnett,13135,6407,162,902298,256,0
2020-06-22,Georgia,Hall,13139,2946,58,195961,11,0
2020-06-23,Georgia,Cobb,13067,4134,234,745057,165,5
2020-06-23,Georgia,DeKalb,13089,5042,166,743187,251,1
2020-06-23,Georgia,Fulton,13121,5885,302,1021902,180,-2
2020-06-23,Georgia,Gwinnett,13135,6636,163,902298,229,1
2020-06-23,Georgia,Hall,13139,2982,58,195961,36,0
2020-06-24,Georgia,Cobb,13067,4269,236,745057,135,2
2020-06-24,Georgia,DeKalb,13089,5158,166,743187,116,0
2020-06-24,Georgia,Fulton,13121,6052,302,1021902,167,0
2020-06-24,Georgia,Gwinnett,13135,7036,164,902298,400,1
2020-06-24,Georgia,Hall,13139,3032,58,195961,50,0
2020-06-25,Georgia,Cobb,13067,4347,237,745057,78,1
2020-06-25,Georgia,DeKalb,13089,5258,168,743187,100,2
2020-06-25,Georgia,Fulton,13121,6163,309,1021902,111,7
2020-06-25,Georgia,Gwinnett,13135,7223,167,902298,187,3
2020-06-25,Georgia,Hall,13139,3048,59,195961,16,1
2020-06-26,Georgia,Cobb,13067,4433,238,745057,86,1
2020-06-26,Georgia,DeKalb,13089,5322,171,743187,64,3
2020-06-26,Georgia,Fulton,13121,6350,311,1021902,187,2
2020-06-26,Georgia,Gwinnett,13135,7463,168,902298,240,1
2020-06-26,Georgia,Hall,13139,3075,59,195961,27,0
2020-06-27,Georgia,Cobb,13067,4526,239,745057,93,1
2020-06-27,Georgia,DeKalb,13089,5404,171,743187,82,0
2020-06-27,Georgia,Fulton,13121,6506,311,1021902,156,0
2020-06-27,Georgia,Gwinnett,13135,7604,169,902298,141,1
2020-06-27,Georgia,Hall,13139,3101,59,195961,26,0
2020-06-28,Georgia,Cobb,13067,4607,240,745057,81,1
2020-06-28,Georgia,DeKalb,13089,5448,171,743187,44,0
2020-06-28,Georgia,Fulton,13121,6610,311,1021902,104,0
2020-06-28,Georgia,Gwinnett,13135,7685,169,902298,81,0
2020-06-28,Georgia,Hall,13139,3117,59,195961,16,0
2020-06-29,Georgia,Cobb,13067,4630,240,745057,23,0
2020-06-29,Georgia,DeKalb,13089,5469,171,743187,21,0
2020-06-29,Georgia,Fulton,13121,6648,312,1021902,38,1
2020-06-29,Georgia,Gwinnett,13135,7755,170,902298,70,1
2020-06-29,Georgia,Hall,13139,3138,59,195961,21,0
2020-06-30,Georgia,Cobb,13067,4877,243,745057,247,3
2020-06-30,Georgia,DeKalb,13089,5841,173,743187,372,2
2020-06-30,Georgia,Fulton,13121,6965,312,1021902,317,0
2020-06-30,Georgia,Gwinnett,13135,8082,170,902298,327,0
2020-06-30,Georgia,Hall,13139,3187,60,195961,49,1
2020-07-01,Georgia,Cobb,13067,5081,245,745057,204,2
2020-07-01,Georgia,DeKalb,13089,5959,173,743187,118,0
2020-07-01,Georgia,Fulton,13121,7277,314,1021902,312,2
2020-07-01,Georgia,Gwinnett,13135,8362,173,902298,280,3
2020-07-01,Georgia,Hall,13139,3252,60,195961,65,0
2020-07-02,Georgia,Cobb,13067,5301,245,745057,220,0
2020-07-02,Georgia,DeKalb,13089,6172,173,743187,213,0
2020-07-02,Georgia,Fulton,13121,7527,314,1021902,250,0
2020-07-02,Georgia,Gwinnett,13135,8619,173,902298,257,0
2020-07-02,Georgia,Hall,13139,3310,60,195961,58,0
2020-07-03,Georgia,Cobb,13067,5507,244,745057,206,-1
2020-07-03,Georgia,DeKalb,13089,6381,173,743187,209,0
2020-07-03,Georgia,Fulton,13121,7913,314,1021902,386,0
2020-07-03,Georgia,Gwinnett,13135,9085,173,902298,466,0
2020-07-03,Georgia,Hall,13139,3357,60,195961,47,0
2020-07-04,Georgia,Cobb,13067,5679,245,745057,172,1
2020-07-04,Georgia,DeKalb,13089,6689,173,743187,308,0
2020-07-04,Georgia,Fulton,13121,8433,314,1021902,520,0
2020-07-04,Georgia,Gwinnett,13135,9482,173,902298,397,0
2020-07-04,Georgia,Hall,13139,3395,60,195961,38,0
2020-07-05,Georgia,Cobb,13067,5758,246,745057,79,1
2020-07-05,Georgia,DeKalb,13089,6905,173,743187,216,0
2020-07-05,Georgia,Fulton,13121,8652,314,1021902,219,0
2020-07-05,Georgia,Gwinnett,13135,9645,173,902298,163,0
2020-07-05,Georgia,Hall,13139,3404,60,195961,9,0
2020-07-06,Georgia,Cobb,13067,5857,246,745057,99,0
2020-07-06,Georgia,DeKalb,13089,7050,173,743187,145,0
2020-07-06,Georgia,Fulton,13121,8883,316,1021902,231,2
2020-07-06,Georgia,Gwinnett,13135,9787,174,902298,142,1
2020-07-06,Georgia,Hall,13139,3419,63,195961,15,3
2020-07-07,Georgia,Cobb,13067,6082,247,745057,225,1
2020-07-07,Georgia,DeKalb,13089,7158,173,743187,108,0
2020-07-07,Georgia,Fulton,13121,9066,316,1021902,183,0
2020-07-07,Georgia,Gwinnett,13135,9972,174,902298,185,0
2020-07-07,Georgia,Hall,13139,3475,62,195961,56,-1
2020-07-08,Georgia,Cobb,13067,6255,248,745057,173,1
2020-07-08,Georgia,DeKalb,13089,7362,175,743187,204,2
2020-07-08,Georgia,Fulton,13121,9358,319,1021902,292,3
2020-07-08,Georgia,Gwinnett,13135,10237,175,902298,265,1
2020-07-08,Georgia,Hall,13139,3573,63,195961,98,1
2020-07-09,Georgia,Cobb,13067,6369,248,745057,114,0
2020-07-09,Georgia,DeKalb,13089,7472,175,743187,110,0
2020-07-09,Georgia,Fulton,13121,9586,319,1021902,228,0
2020-07-09,Georgia,Gwinnett,13135,10415,175,902298,178,0
2020-07-09,Georgia,Hall,13139,3620,63,195961,47,0
2020-07-10,Georgia,Cobb,13067,6708,250,745057,339,2
2020-07-10,Georgia,DeKalb,13089,7973,177,743187,501,2
2020-07-10,Georgia,Fulton,13121,10021,321,1021902,435,2
2020-07-10,Georgia,Gwinnett,13135,10741,178,902298,326,3
2020-07-10,Georgia,Hall,13139,3713,63,195961,93,0
2020-07-11,Georgia,Cobb,13067,6940,253,745057,232,3
2020-07-11,Georgia,DeKalb,13089,8144,181,743187,171,4
2020-07-11,Georgia,Fulton,13121,10354,324,1021902,333,3
2020-07-11,Georgia,Gwinnett,13135,11074,182,902298,333,4
2020-07-11,Georgia,Hall,13139,3774,63,195961,61,0
2020-07-12,Georgia,Cobb,13067,7049,254,745057,109,1
2020-07-12,Georgia,DeKalb,13089,8253,180,743187,109,-1
2020-07-12,Georgia,Fulton,13121,10595,324,1021902,241,0
2020-07-12,Georgia,Gwinnett,13135,11304,183,902298,230,1
2020-07-12,Georgia,Hall,13139,3813,63,195961,39,0
2020-07-13,Georgia,Cobb,13067,7235,256,745057,186,2
2020-07-13,Georgia,DeKalb,13089,8618,182,743187,365,2
2020-07-13,Georgia,Fulton,13121,11080,326,1021902,485,2
2020-07-13,Georgia,Gwinnett,13135,11691,185,902298,387,2
2020-07-13,Georgia,Hall,13139,3874,64,195961,61,1
2020-07-14,Georgia,Cobb,13067,7388,256,745057,153,0
2020-07-14,Georgia,DeKalb,13089,8784,183,743187,166,1
2020-07-14,Georgia,Fulton,13121,11354,327,1021902,274,1
2020-07-14,Georgia,Gwinnett,13135,11882,187,902298,191,2
2020-07-14,Georgia,Hall,13139,3928,65,195961,54,1
2020-07-15,Georgia,Cobb,13067,7571,256,745057,183,0
2020-07-15,Georgia,DeKalb,13089,8980,186,743187,196,3
2020-07-15,Georgia,Fulton,13121,11746,331,1021902,392,4
2020-07-15,Georgia,Gwinnett,13135,12217,189,902298,335,2
2020-07-15,Georgia,Hall,13139,4012,65,195961,84,0
2020-07-16,Georgia,Cobb,13067,7713,258,745057,142,2
2020-07-16,Georgia,DeKalb,13089,9165,186,743187,185,0
2020-07-16,Georgia,Fulton,13121,12184,333,1021902,438,2
2020-07-16,Georgia,Gwinnett,13135,12489,191,902298,272,2
2020-07-16,Georgia,Hall,13139,4130,65,195961,118,0
2020-07-17,Georgia,Cobb,13067,7972,260,745057,259,2
2020-07-17,Georgia,DeKalb,13089,9308,187,743187,143,1
2020-07-17,Georgia,Fulton,13121,12584,335,1021902,400,2
2020-07-17,Georgia,Gwinnett,13135,12897,195,902298,408,4
2020-07-17,Georgia,Hall,13139,4242,65,195961,112,0
2020-07-18,Georgia,Cobb,13067,8223,263,745057,251,3
2020-07-18,Georgia,DeKalb,13089,9597,188,743187,289,1
2020-07-18,Georgia,Fulton,13121,12872,339,1021902,288,4
2020-07-18,Georgia,Gwinnett,13135,13234,197,902298,337,2
2020-07-18,Georgia,Hall,13139,4358,66,195961,116,1
2020-07-19,Georgia,Cobb,13067,8370,264,745057,147,1
2020-07-19,Georgia,DeKalb,13089,9732,188,743187,135,0
2020-07-19,Georgia,Fulton,13121,13117,339,1021902,245,0
2020-07-19,Georgia,Gwinnett,13135,13444,198,902298,210,1
2020-07-19,Georgia,Hall,13139,4394,66,195961,36,0
2020-07-20,Georgia,Cobb,13067,8510,264,745057,140,0
2020-07-20,Georgia,DeKalb,13089,9800,188,743187,68,0
2020-07-20,Georgia,Fulton,13121,13379,340,1021902,262,1
2020-07-20,Georgia,Gwinnett,13135,13614,199,902298,170,1
2020-07-20,Georgia,Hall,13139,4420,66,195961,26,0
2020-07-21,Georgia,Cobb,13067,8759,267,745057,249,3
2020-07-21,Georgia,DeKalb,13089,9950,190,743187,150,2
2020-07-21,Georgia,Fulton,13121,13779,348,1021902,400,8
2020-07-21,Georgia,Gwinnett,13135,13878,204,902298,264,5
2020-07-21,Georgia,Hall,13139,4528,68,195961,108,2
2020-07-22,Georgia,Cobb,13067,8966,274,745057,207,7
2020-07-22,Georgia,DeKalb,13089,10203,196,743187,253,6
2020-07-22,Georgia,Fulton,13121,14169,350,1021902,390,2
2020-07-22,Georgia,Gwinnett,13135,14099,209,902298,221,5
2020-07-22,Georgia,Hall,13139,4620,69,195961,92,1
2020-07-23,Georgia,Cobb,13067,9380,276,745057,414,2
2020-07-23,Georgia,DeKalb,13089,10480,199,743187,277,3
2020-07-23,Georgia,Fulton,13121,14673,356,1021902,504,6
2020-07-23,Georgia,Gwinnett,13135,14442,209,902298,343,0
2020-07-23,Georgia,Hall,13139,4706,69,195961,86,0
2020-07-24,Georgia,Cobb,13067,9717,282,745057,337,6
2020-07-24,Georgia,DeKalb,13089,10767,204,743187,287,5
2020-07-24,Georgia,Fulton,13121,15221,365,1021902,548,9
2020-07-24,Georgia,Gwinnett,13135,14801,213,902298,359,4
2020-07-24,Georgia,Hall,13139,4789,70,195961,83,1
2020-07-25,Georgia,Cobb,13067,10009,287,745057,292,5
2020-07-25,Georgia,DeKalb,13089,11025,206,743187,258,2
2020-07-25,Georgia,Fulton,13121,15649,372,1021902,428,7
2020-07-25,Georgia,Gwinnett,13135,15134,216,902298,333,3
2020-07-25,Georgia,Hall,13139,4845,71,195961,56,1
2020-07-26,Georgia,Cobb,13067,10120,287,745057,111,0
2020-07-26,Georgia,DeKalb,13089,11159,207,743187,134,1
2020-07-26,Georgia,Fulton,13121,15843,372,1021902,194,0
2020-07-26,Georgia,Gwinnett,13135,15315,216,902298,181,0
2020-07-26,Georgia,Hall,13139,4860,71,195961,15,0
2020-07-27,Georgia,Cobb,13067,10240,288,745057,120,1
2020-07-27,Georgia,DeKalb,13089,11281,207,743187,122,0
2020-07-27,Georgia,Fulton,13121,16073,371,1021902,230,-1
2020-07-27,Georgia,Gwinnett,13135,15534,216,902298,219,0
2020-07-27,Georgia,Hall,13139,4924,71,195961,64,0
2020-07-28,Georgia,Cobb,13067,10453,292,745057,213,4
2020-07-28,Georgia,DeKalb,13089,11494,208,743187,213,1
2020-07-28,Georgia,Fulton,13121,16482,373,1021902,409,2
2020-07-28,Georgia,Gwinnett,13135,15915,217,902298,381,1
2020-07-28,Georgia,Hall,13139,5017,71,195961,93,0
2020-07-29,Georgia,Cobb,13067,10653,297,745057,200,5
2020-07-29,Georgia,DeKalb,13089,11679,213,743187,185,5
2020-07-29,Georgia,Fulton,13121,16867,381,1021902,385,8
2020-07-29,Georgia,Gwinnett,13135,16255,223,902298,340,6
2020-07-29,Georgia,Hall,13139,5165,72,195961,148,1
2020-07-30,Georgia,Cobb,13067,10920,297,745057,267,0
2020-07-30,Georgia,DeKalb,13089,11916,213,743187,237,0
2020-07-30,Georgia,Fulton,13121,17286,383,1021902,419,2
2020-07-30,Georgia,Gwinnett,13135,16711,228,902298,456,5
2020-07-30,Georgia,Hall,13139,5272,72,195961,107,0
2020-07-31,Georgia,Cobb,13067,11206,297,745057,286,0
2020-07-31,Georgia,DeKalb,13089,12127,222,743187,211,9
2020-07-31,Georgia,Fulton,13121,17646,389,1021902,360,6
2020-07-31,Georgia,Gwinnett,13135,17130,238,902298,419,10
2020-07-31,Georgia,Hall,13139,5372,77,195961,100,5
2020-08-01,Georgia,Cobb,13067,11436,298,745057,230,1
2020-08-01,Georgia,DeKalb,13089,12348,225,743187,221,3
2020-08-01,Georgia,Fulton,13121,17858,398,1021902,212,9
2020-08-01,Georgia,Gwinnett,13135,17511,240,902298,381,2
2020-08-01,Georgia,Hall,13139,5482,79,195961,110,2
2020-08-02,Georgia,Cobb,13067,11690,298,745057,254,0
2020-08-02,Georgia,DeKalb,13089,12476,225,743187,128,0
2020-08-02,Georgia,Fulton,13121,18079,398,1021902,221,0
2020-08-02,Georgia,Gwinnett,13135,17781,240,902298,270,0
2020-08-02,Georgia,Hall,13139,5523,79,195961,41,0
2020-08-03,Georgia,Cobb,13067,11844,298,745057,154,0
2020-08-03,Georgia,DeKalb,13089,12604,225,743187,128,0
2020-08-03,Georgia,Fulton,13121,18224,398,1021902,145,0
2020-08-03,Georgia,Gwinnett,13135,17927,240,902298,146,0
2020-08-03,Georgia,Hall,13139,5547,79,195961,24,0
2020-08-04,Georgia,Cobb,13067,12135,304,745057,291,6
2020-08-04,Georgia,DeKalb,13089,12760,229,743187,156,4
2020-08-04,Georgia,Fulton,13121,18566,406,1021902,342,8
2020-08-04,Georgia,Gwinnett,13135,18201,240,902298,274,0
2020-08-04,Georgia,Hall,13139,5657,86,195961,110,7
2020-08-05,Georgia,Cobb,13067,12489,310,745057,354,6
2020-08-05,Georgia,DeKalb,13089,12998,231,743187,238,2
2020-08-05,Georgia,Fulton,13121,18996,407,1021902,430,1
2020-08-05,Georgia,Gwinnett,13135,18550,241,902298,349,1
2020-08-05,Georgia,Hall,13139,5759,86,195961,102,0
2020-08-06,Georgia,Cobb,13067,12718,313,745057,229,3
2020-08-06,Georgia,DeKalb,13089,13237,234,743187,239,3
2020-08-06,Georgia,Fulton,13121,19230,410,1021902,234,3
2020-08-06,Georgia,Gwinnett,13135,18854,244,902298,304,3
2020-08-06,Georgia,Hall,13139,5847,88,195961,88,2
2020-08-07,Georgia,Cobb,13067,13049,317,745057,331,4
2020-08-07,Georgia,DeKalb,13089,13509,237,743187,272,3
2020-08-07,Georgia,Fulton,13121,19647,420,1021902,417,10
2020-08-07,Georgia,Gwinnett,13135,19187,254,902298,333,10
2020-08-07,Georgia,Hall,13139,5947,92,195961,100,4
2020-08-08,Georgia,Cobb,13067,13336,319,745057,287,2
2020-08-08,Georgia,DeKalb,13089,13752,237,743187,243,0
2020-08-08,Georgia,Fulton,13121,20049,430,1021902,402,10
2020-08-08,Georgia,Gwinnett,13135,19548,260,902298,361,6
2020-08-08,Georgia,Hall,13139,6035,91,195961,88,-1
2020-08-09,Georgia,Cobb,13067,13564,319,745057,228,0
2020-08-09,Georgia,DeKalb,13089,13923,237,743187,171,0
2020-08-09,Georgia,Fulton,13121,20276,430,1021902,227,0
2020-08-09,Georgia,Gwinnett,13135,19808,260,902298,260,0
2020-08-09,Georgia,Hall,13139,6080,91,195961,45,0
2020-08-10,Georgia,Cobb,13067,13729,320,745057,165,1
2020-08-10,Georgia,DeKalb,13089,14047,238,743187,124,1
2020-08-10,Georgia,Fulton,13121,20468,433,1021902,192,3
2020-08-10,Georgia,Gwinnett,13135,19971,262,902298,163,2
2020-08-10,Georgia,Hall,13139,6114,91,195961,34,0
2020-08-11,Georgia,Cobb,13067,14006,323,745057,277,3
2020-08-11,Georgia,DeKalb,13089,14292,242,743187,245,4
2020-08-11,Georgia,Fulton,13121,20874,445,1021902,406,12
2020-08-11,Georgia,Gwinnett,13135,20382,272,902298,411,10
2020-08-11,Georgia,Hall,13139,6206,99,195961,92,8
2020-08-12,Georgia,Cobb,13067,14279,326,745057,273,3
2020-08-12,Georgia,DeKalb,13089,14485,247,743187,193,5
2020-08-12,Georgia,Fulton,13121,21140,455,1021902,266,10
2020-08-12,Georgia,Gwinnett,13135,20685,275,902298,303,3
2020-08-12,Georgia,Hall,13139,6298,104,195961,92,5
2020-08-13,Georgia,Cobb,13067,14463,332,745057,184,6
2020-08-13,Georgia,DeKalb,13089,14563,251,743187,78,4
2020-08-13,Georgia,Fulton,13121,21373,462,1021902,233,7
2020-08-13,Georgia,Gwinnett,13135,20900,282,902298,215,7
2020-08-13,Georgia,Hall,13139,6339,103,195961,41,-1
2020-08-14,Georgia,Cobb,13067,14690,334,745057,227,2
2020-08-14,Georgia,DeKalb,13089,14746,254,743187,183,3
2020-08-14,Georgia,Fulton,13121,21601,463,1021902,228,1
2020-08-14,Georgia,Gwinnett,13135,21175,283,902298,275,1
2020-08-14,Georgia,Hall,13139,6420,104,195961,81,1
2020-08-15,Georgia,Cobb,13067,14826,338,745057,136,4
2020-08-15,Georgia,DeKalb,13089,14926,262,743187,180,8
2020-08-15,Georgia,Fulton,13121,21867,472,1021902,266,9
2020-08-15,Georgia,Gwinnett,13135,21411,287,902298,236,4
2020-08-15,Georgia,Hall,13139,6512,104,195961,92,0
2020-08-16,Georgia,Cobb,13067,14893,339,745057,67,1
2020-08-16,Georgia,DeKalb,13089,15030,264,743187,104,2
2020-08-16,Georgia,Fulton,13121,21993,474,1021902,126,2
2020-08-16,Georgia,Gwinnett,13135,21534,289,902298,123,2
2020-08-16,Georgia,Hall,13139,6552,105,195961,40,1
2020-08-17,Georgia,Cobb,13067,14962,340,745057,69,1
2020-08-17,Georgia,DeKalb,13089,15101,264,743187,71,0
2020-08-17,Georgia,Fulton,13121,22107,476,1021902,114,2
2020-08-17,Georgia,Gwinnett,13135,21655,290,902298,121,1
2020-08-17,Georgia,Hall,13139,6581,105,195961,29,0
2020-08-18,Georgia,Cobb,13067,15086,349,745057,124,9
2020-08-18,Georgia,DeKalb,13089,15312,266,743187,211,2
2020-08-18,Georgia,Fulton,13121,22484,477,1021902,377,1
2020-08-18,Georgia,Gwinnett,13135,21936,293,902298,281,3
2020-08-18,Georgia,Hall,13139,6687,105,195961,106,0
2020-08-19,Georgia,Cobb,13067,15247,352,745057,161,3
2020-08-19,Georgia,DeKalb,13089,15422,267,743187,110,1
2020-08-19,Georgia,Fulton,13121,22760,479,1021902,276,2
2020-08-19,Georgia,Gwinnett,13135,22196,295,902298,260,2
2020-08-19,Georgia,Hall,13139,6764,109,195961,77,4
2020-08-20,Georgia,Cobb,13067,15449,354,745057,202,2
2020-08-20,Georgia,DeKalb,13089,15605,268,743187,183,1
2020-08-20,Georgia,Fulton,13121,23068,481,1021902,308,2
2020-08-20,Georgia,Gwinnett,13135,22455,295,902298,259,0
2020-08-20,Georgia,Hall,13139,6848,109,195961,84,0
2020-08-21,Georgia,Cobb,13067,15687,358,745057,238,4
2020-08-21,Georgia,DeKalb,13089,15731,272,743187,126,4
2020-08-21,Georgia,Fulton,13121,23375,486,1021902,307,5
2020-08-21,Georgia,Gwinnett,13135,22786,302,902298,331,7
2020-08-21,Georgia,Hall,13139,6916,115,195961,68,6
2020-08-22,Georgia,Cobb,13067,15816,368,745057,129,10
2020-08-22,Georgia,DeKalb,13089,15860,278,743187,129,6
2020-08-22,Georgia,Fulton,13121,23622,489,1021902,247,3
2020-08-22,Georgia,Gwinnett,13135,22991,304,902298,205,2
2020-08-22,Georgia,Hall,13139,6981,116,195961,65,1
2020-08-23,Georgia,Cobb,13067,15931,369,745057,115,1
2020-08-23,Georgia,DeKalb,13089,15959,278,743187,99,0
2020-08-23,Georgia,Fulton,13121,23751,490,1021902,129,1
2020-08-23,Georgia,Gwinnett,13135,23096,306,902298,105,2
2020-08-23,Georgia,Hall,13139,7004,116,195961,23,0
2020-08-24,Georgia,Cobb,13067,16055,370,745057,124,1
2020-08-24,Georgia,DeKalb,13089,16004,280,743187,45,2
2020-08-24,Georgia,Fulton,13121,23825,490,1021902,74,0
2020-08-24,Georgia,Gwinnett,13135,23178,306,902298,82,0
2020-08-24,Georgia,Hall,13139,7020,116,195961,16,0
2020-08-25,Georgia,Cobb,13067,16144,373,745057,89,3
2020-08-25,Georgia,DeKalb,13089,16086,287,743187,82,7
2020-08-25,Georgia,Fulton,13121,23987,497,1021902,162,7
2020-08-25,Georgia,Gwinnett,13135,23411,309,902298,233,3
2020-08-25,Georgia,Hall,13139,7116,118,195961,96,2
2020-08-26,Georgia,Cobb,13067,16369,381,745057,225,8
2020-08-26,Georgia,DeKalb,13089,16193,287,743187,107,0
2020-08-26,Georgia,Fulton,13121,24211,497,1021902,224,0
