dayfromstart,station_name,station_id,prov,lat,lon,date,year,month,day,max_temp,min_temp,mean_temp
1,DANVILLE,5345,QC,45.82,-71.98,1880-06-01,1880,6,1,20,11.1,15.6
2,DANVILLE,5345,QC,45.82,-71.98,1880-06-02,1880,6,2,19.4,15,17.2
3,DANVILLE,5345,QC,45.82,-71.98,1880-06-03,1880,6,3,20,15.6,17.8
4,DANVILLE,5345,QC,45.82,-71.98,1880-06-04,1880,6,4,17.2,5.6,11.4
5,DANVILLE,5345,QC,45.82,-71.98,1880-06-05,1880,6,5,23.9,6.1,15
6,DANVILLE,5345,QC,45.82,-71.98,1880-06-06,1880,6,6,22.8,14.4,18.6
7,DANVILLE,5345,QC,45.82,-71.98,1880-06-07,1880,6,7,21.7,14.4,18.1
8,DANVILLE,5345,QC,45.82,-71.98,1880-06-08,1880,6,8,23.9,11.7,17.8
9,DANVILLE,5345,QC,45.82,-71.98,1880-06-09,1880,6,9,24.4,11.1,17.8
10,DANVILLE,5345,QC,45.82,-71.98,1880-06-10,1880,6,10,27.8,15,21.4
11,DANVILLE,5345,QC,45.82,-71.98,1880-06-11,1880,6,11,27.8,11.1,19.5
12,DANVILLE,5345,QC,45.82,-71.98,1880-06-12,1880,6,12,22.8,11.7,17.3
13,DANVILLE,5345,QC,45.82,-71.98,1880-06-13,1880,6,13,20,10.6,15.3
14,DANVILLE,5345,QC,45.82,-71.98,1880-06-14,1880,6,14,20.6,7.8,14.2
15,DANVILLE,5345,QC,45.82,-71.98,1880-06-15,1880,6,15,21.7,8.9,15.3
16,DANVILLE,5345,QC,45.82,-71.98,1880-06-16,1880,6,16,24.4,7.8,16.1
17,DANVILLE,5345,QC,45.82,-71.98,1880-06-17,1880,6,17,27.2,6.7,17
18,DANVILLE,5345,QC,45.82,-71.98,1880-06-18,1880,6,18,30.6,7.8,19.2
19,DANVILLE,5345,QC,45.82,-71.98,1880-06-19,1880,6,19,27.2,15,21.1
20,DANVILLE,5345,QC,45.82,-71.98,1880-06-20,1880,6,20,24.4,14.4,19.4
21,DANVILLE,5345,QC,45.82,-71.98,1880-06-21,1880,6,21,19.4,12.2,15.8
22,DANVILLE,5345,QC,45.82,-71.98,1880-06-22,1880,6,22,20,7.2,13.6
23,DANVILLE,5345,QC,45.82,-71.98,1880-06-23,1880,6,23,23.3,6.1,14.7
24,DANVILLE,5345,QC,45.82,-71.98,1880-06-24,1880,6,24,28.9,11.1,20
25,DANVILLE,5345,QC,45.82,-71.98,1880-06-25,1880,6,25,32.8,17.2,25
26,DANVILLE,5345,QC,45.82,-71.98,1880-06-26,1880,6,26,28.3,18.3,23.3
27,DANVILLE,5345,QC,45.82,-71.98,1880-06-27,1880,6,27,30.6,13.9,22.3
28,DANVILLE,5345,QC,45.82,-71.98,1880-06-28,1880,6,28,27.2,17.2,22.2
29,DANVILLE,5345,QC,45.82,-71.98,1880-06-29,1880,6,29,26.7,12.8,19.8
30,DANVILLE,5345,QC,45.82,-71.98,1880-06-30,1880,6,30,25,13.9,19.5
31,DANVILLE,5345,QC,45.82,-71.98,1880-07-01,1880,7,1,26.1,13.9,20
32,DANVILLE,5345,QC,45.82,-71.98,1880-07-02,1880,7,2,22.8,14.4,18.6
33,DANVILLE,5345,QC,45.82,-71.98,1880-07-03,1880,7,3,25,10.6,17.8
34,DANVILLE,5345,QC,45.82,-71.98,1880-07-04,1880,7,4,28.3,7.8,18.1
35,DANVILLE,5345,QC,45.82,-71.98,1880-07-05,1880,7,5,27.8,16.1,22
36,DANVILLE,5345,QC,45.82,-71.98,1880-07-06,1880,7,6,28.3,16.7,22.5
37,DANVILLE,5345,QC,45.82,-71.98,1880-07-07,1880,7,7,26.7,11.7,19.2
38,DANVILLE,5345,QC,45.82,-71.98,1880-07-08,1880,7,8,22.8,11.7,17.3
39,DANVILLE,5345,QC,45.82,-71.98,1880-07-09,1880,7,9,30,12.2,21.1
40,DANVILLE,5345,QC,45.82,-71.98,1880-07-10,1880,7,10,30.6,18.3,24.5
41,DANVILLE,5345,QC,45.82,-71.98,1880-07-11,1880,7,11,26.7,15.6,21.2
42,DANVILLE,5345,QC,45.82,-71.98,1880-07-12,1880,7,12,27.8,9.4,18.6
43,DANVILLE,5345,QC,45.82,-71.98,1880-07-13,1880,7,13,29.4,16.1,22.8
44,DANVILLE,5345,QC,45.82,-71.98,1880-07-14,1880,7,14,25.6,12.8,19.2
45,DANVILLE,5345,QC,45.82,-71.98,1880-07-15,1880,7,15,28.9,6.7,17.8
46,DANVILLE,5345,QC,45.82,-71.98,1880-07-16,1880,7,16,28.3,16.7,22.5
47,DANVILLE,5345,QC,45.82,-71.98,1880-07-17,1880,7,17,24.4,16.1,20.3
48,DANVILLE,5345,QC,45.82,-71.98,1880-07-18,1880,7,18,26.7,10.6,18.7
49,DANVILLE,5345,QC,45.82,-71.98,1880-07-19,1880,7,19,31.1,17.2,24.2
50,DANVILLE,5345,QC,45.82,-71.98,1880-07-20,1880,7,20,25.6,17.2,21.4
51,DANVILLE,5345,QC,45.82,-71.98,1880-07-21,1880,7,21,25,14.4,19.7
52,DANVILLE,5345,QC,45.82,-71.98,1880-07-22,1880,7,22,27.8,14.4,21.1
53,DANVILLE,5345,QC,45.82,-71.98,1880-07-23,1880,7,23,27.2,18.9,23.1
54,DANVILLE,5345,QC,45.82,-71.98,1880-07-24,1880,7,24,25,16.7,20.9
55,DANVILLE,5345,QC,45.82,-71.98,1880-07-25,1880,7,25,30,11.7,20.9
56,DANVILLE,5345,QC,45.82,-71.98,1880-07-26,1880,7,26,30.6,17.8,24.2
57,DANVILLE,5345,QC,45.82,-71.98,1880-07-27,1880,7,27,21.7,16.7,19.2
58,DANVILLE,5345,QC,45.82,-71.98,1880-07-28,1880,7,28,18.9,11.1,15
59,DANVILLE,5345,QC,45.82,-71.98,1880-07-29,1880,7,29,20,6.7,13.4
60,DANVILLE,5345,QC,45.82,-71.98,1880-07-30,1880,7,30,23.3,6.1,14.7
61,DANVILLE,5345,QC,45.82,-71.98,1880-07-31,1880,7,31,30,15.6,22.8
62,DANVILLE,5345,QC,45.82,-71.98,1880-08-01,1880,8,1,30.6,18.9,24.8
63,DANVILLE,5345,QC,45.82,-71.98,1880-08-02,1880,8,2,31.7,18.3,25
64,DANVILLE,5345,QC,45.82,-71.98,1880-08-03,1880,8,3,19.4,11.1,15.3
65,DANVILLE,5345,QC,45.82,-71.98,1880-08-04,1880,8,4,18.3,11.7,15
66,DANVILLE,5345,QC,45.82,-71.98,1880-08-05,1880,8,5,21.7,7.8,14.8
67,DANVILLE,5345,QC,45.82,-71.98,1880-08-06,1880,8,6,22.2,6.7,14.5
68,DANVILLE,5345,QC,45.82,-71.98,1880-08-07,1880,8,7,24.4,13.9,19.2
69,DANVILLE,5345,QC,45.82,-71.98,1880-08-08,1880,8,8,27.2,17.8,22.5
70,DANVILLE,5345,QC,45.82,-71.98,1880-08-09,1880,8,9,28.9,17.2,23.1
71,DANVILLE,5345,QC,45.82,-71.98,1880-08-10,1880,8,10,25,20,22.5
72,DANVILLE,5345,QC,45.82,-71.98,1880-08-11,1880,8,11,27.8,10.6,19.2
73,DANVILLE,5345,QC,45.82,-71.98,1880-08-12,1880,8,12,26.7,16.7,21.7
74,DANVILLE,5345,QC,45.82,-71.98,1880-08-13,1880,8,13,27.8,15.6,21.7
75,DANVILLE,5345,QC,45.82,-71.98,1880-08-14,1880,8,14,22.2,13.3,17.8
76,DANVILLE,5345,QC,45.82,-71.98,1880-08-15,1880,8,15,15.6,7.2,11.4
77,DANVILLE,5345,QC,45.82,-71.98,1880-08-16,1880,8,16,19.4,3.9,11.7
78,DANVILLE,5345,QC,45.82,-71.98,1880-08-17,1880,8,17,25.6,12.8,19.2
79,DANVILLE,5345,QC,45.82,-71.98,1880-08-18,1880,8,18,27.2,14.4,20.8
80,DANVILLE,5345,QC,45.82,-71.98,1880-08-19,1880,8,19,23.3,17.8,20.6
81,DANVILLE,5345,QC,45.82,-71.98,1880-08-20,1880,8,20,23.3,13.9,18.6
82,DANVILLE,5345,QC,45.82,-71.98,1880-08-21,1880,8,21,26.7,14.4,20.6
83,DANVILLE,5345,QC,45.82,-71.98,1880-08-22,1880,8,22,25.6,18.9,22.3
84,DANVILLE,5345,QC,45.82,-71.98,1880-08-23,1880,8,23,27.8,16.7,22.3
85,DANVILLE,5345,QC,45.82,-71.98,1880-08-24,1880,8,24,27.8,12.8,20.3
86,DANVILLE,5345,QC,45.82,-71.98,1880-08-25,1880,8,25,20.6,2.2,11.4
87,DANVILLE,5345,QC,45.82,-71.98,1880-08-26,1880,8,26,20,7.2,13.6
88,DANVILLE,5345,QC,45.82,-71.98,1880-08-27,1880,8,27,21.1,7.8,14.5
89,DANVILLE,5345,QC,45.82,-71.98,1880-08-28,1880,8,28,27.2,16.1,21.7
90,DANVILLE,5345,QC,45.82,-71.98,1880-08-29,1880,8,29,21.7,11.1,16.4
91,DANVILLE,5345,QC,45.82,-71.98,1880-08-30,1880,8,30,22.8,11.1,17
92,DANVILLE,5345,QC,45.82,-71.98,1880-08-31,1880,8,31,22.8,11.1,17
93,DANVILLE,5345,QC,45.82,-71.98,1880-09-01,1880,9,1,26.7,11.7,19.2
94,DANVILLE,5345,QC,45.82,-71.98,1880-09-02,1880,9,2,31.1,17.2,24.2
95,DANVILLE,5345,QC,45.82,-71.98,1880-09-03,1880,9,3,26.1,19.4,22.8
96,DANVILLE,5345,QC,45.82,-71.98,1880-09-04,1880,9,4,28.9,21.7,25.3
97,DANVILLE,5345,QC,45.82,-71.98,1880-09-05,1880,9,5,28.9,19.4,24.2
98,DANVILLE,5345,QC,45.82,-71.98,1880-09-06,1880,9,6,27.8,16.7,22.3
99,DANVILLE,5345,QC,45.82,-71.98,1880-09-07,1880,9,7,16.7,9.4,13.1
100,DANVILLE,5345,QC,45.82,-71.98,1880-09-08,1880,9,8,16.1,5,10.6
101,DANVILLE,5345,QC,45.82,-71.98,1880-09-09,1880,9,9,20.6,6.7,13.7
102,DANVILLE,5345,QC,45.82,-71.98,1880-09-10,1880,9,10,18.9,8.3,13.6
103,DANVILLE,5345,QC,45.82,-71.98,1880-09-11,1880,9,11,22.2,3.9,13.1
104,DANVILLE,5345,QC,45.82,-71.98,1880-09-12,1880,9,12,26.7,6.7,16.7
105,DANVILLE,5345,QC,45.82,-71.98,1880-09-13,1880,9,13,17.8,11.1,14.5
106,DANVILLE,5345,QC,45.82,-71.98,1880-09-14,1880,9,14,16.7,11.1,13.9
107,DANVILLE,5345,QC,45.82,-71.98,1880-09-15,1880,9,15,16.1,8.3,12.2
108,DANVILLE,5345,QC,45.82,-71.98,1880-09-16,1880,9,16,19.4,11.1,15.3
109,DANVILLE,5345,QC,45.82,-71.98,1880-09-17,1880,9,17,22.2,10,16.1
110,DANVILLE,5345,QC,45.82,-71.98,1880-09-18,1880,9,18,21.1,10,15.6
111,DANVILLE,5345,QC,45.82,-71.98,1880-09-19,1880,9,19,21.7,11.1,16.4
112,DANVILLE,5345,QC,45.82,-71.98,1880-09-20,1880,9,20,18.9,13.3,16.1
113,DANVILLE,5345,QC,45.82,-71.98,1880-09-21,1880,9,21,18.3,11.7,15
114,DANVILLE,5345,QC,45.82,-71.98,1880-09-22,1880,9,22,12.8,8.3,10.6
115,DANVILLE,5345,QC,45.82,-71.98,1880-09-23,1880,9,23,12.8,2.2,7.5
116,DANVILLE,5345,QC,45.82,-71.98,1880-09-24,1880,9,24,17.2,0,8.6
117,DANVILLE,5345,QC,45.82,-71.98,1880-09-25,1880,9,25,22.8,8.9,15.9
118,DANVILLE,5345,QC,45.82,-71.98,1880-09-26,1880,9,26,27.8,15,21.4
119,DANVILLE,5345,QC,45.82,-71.98,1880-09-27,1880,9,27,21.7,11.1,16.4
120,DANVILLE,5345,QC,45.82,-71.98,1880-09-28,1880,9,28,11.1,8.3,9.7
121,DANVILLE,5345,QC,45.82,-71.98,1880-09-29,1880,9,29,15.6,6.7,11.2
122,DANVILLE,5345,QC,45.82,-71.98,1880-09-30,1880,9,30,11.1,5.6,8.4
123,DANVILLE,5345,QC,45.82,-71.98,1880-10-01,1880,10,1,11.1,1.7,6.4
124,DANVILLE,5345,QC,45.82,-71.98,1880-10-02,1880,10,2,16.7,7.2,12
125,DANVILLE,5345,QC,45.82,-71.98,1880-10-03,1880,10,3,17.2,11.1,14.2
126,DANVILLE,5345,QC,45.82,-71.98,1880-10-04,1880,10,4,17.8,NA,NA
127,DANVILLE,5345,QC,45.82,-71.98,1880-10-05,1880,10,5,13.3,5,9.2
128,DANVILLE,5345,QC,45.82,-71.98,1880-10-06,1880,10,6,11.1,3.3,7.2
129,DANVILLE,5345,QC,45.82,-71.98,1880-10-07,1880,10,7,9.4,8.3,8.9
130,DANVILLE,5345,QC,45.82,-71.98,1880-10-08,1880,10,8,11.7,0,5.9
131,DANVILLE,5345,QC,45.82,-71.98,1880-10-09,1880,10,9,19.4,6.1,12.8
132,DANVILLE,5345,QC,45.82,-71.98,1880-10-10,1880,10,10,23.9,10,17
133,DANVILLE,5345,QC,45.82,-71.98,1880-10-11,1880,10,11,23.9,6.1,15
134,DANVILLE,5345,QC,45.82,-71.98,1880-10-12,1880,10,12,17.8,6.7,12.3
135,DANVILLE,5345,QC,45.82,-71.98,1880-10-13,1880,10,13,7.8,0,3.9
136,DANVILLE,5345,QC,45.82,-71.98,1880-10-14,1880,10,14,13.9,-2.8,5.6
137,DANVILLE,5345,QC,45.82,-71.98,1880-10-15,1880,10,15,11.1,3.3,7.2
138,DANVILLE,5345,QC,45.82,-71.98,1880-10-16,1880,10,16,17.2,3.3,10.3
139,DANVILLE,5345,QC,45.82,-71.98,1880-10-17,1880,10,17,15.6,7.8,11.7
140,DANVILLE,5345,QC,45.82,-71.98,1880-10-18,1880,10,18,7.2,1.7,4.5
141,DANVILLE,5345,QC,45.82,-71.98,1880-10-19,1880,10,19,6.1,0.6,3.4
142,DANVILLE,5345,QC,45.82,-71.98,1880-10-20,1880,10,20,7.2,-2.8,2.2
143,DANVILLE,5345,QC,45.82,-71.98,1880-10-21,1880,10,21,13.3,1.1,7.2
144,DANVILLE,5345,QC,45.82,-71.98,1880-10-22,1880,10,22,11.1,6.7,8.9
145,DANVILLE,5345,QC,45.82,-71.98,1880-10-23,1880,10,23,10,6.1,8.1
146,DANVILLE,5345,QC,45.82,-71.98,1880-10-24,1880,10,24,4.4,-1.7,1.4
147,DANVILLE,5345,QC,45.82,-71.98,1880-10-25,1880,10,25,1.1,-3.3,-1.1
148,DANVILLE,5345,QC,45.82,-71.98,1880-10-26,1880,10,26,3.9,-3.9,0
149,DANVILLE,5345,QC,45.82,-71.98,1880-10-27,1880,10,27,2.8,-2.2,0.3
150,DANVILLE,5345,QC,45.82,-71.98,1880-10-28,1880,10,28,-0.6,-6.7,-3.7
151,DANVILLE,5345,QC,45.82,-71.98,1880-10-29,1880,10,29,2.8,-8.3,-2.8
152,DANVILLE,5345,QC,45.82,-71.98,1880-10-30,1880,10,30,7.8,2.2,5
153,DANVILLE,5345,QC,45.82,-71.98,1880-11-01,1880,11,1,7.8,1.7,4.8
154,DANVILLE,5345,QC,45.82,-71.98,1880-11-02,1880,11,2,2.8,-0.6,1.1
155,DANVILLE,5345,QC,45.82,-71.98,1880-11-03,1880,11,3,6.1,-3.9,1.1
156,DANVILLE,5345,QC,45.82,-71.98,1880-11-04,1880,11,4,12.2,-2.2,5
157,DANVILLE,5345,QC,45.82,-71.98,1880-11-05,1880,11,5,8.3,5,6.7
158,DANVILLE,5345,QC,45.82,-71.98,1880-11-06,1880,11,6,14.4,4.4,9.4
159,DANVILLE,5345,QC,45.82,-71.98,1880-11-07,1880,11,7,15,0,7.5
160,DANVILLE,5345,QC,45.82,-71.98,1880-11-08,1880,11,8,1.1,-2.2,-0.6
161,DANVILLE,5345,QC,45.82,-71.98,1880-11-09,1880,11,9,1.1,-5.6,-2.3
162,DANVILLE,5345,QC,45.82,-71.98,1880-11-10,1880,11,10,5.6,1.7,3.7
163,DANVILLE,5345,QC,45.82,-71.98,1880-11-11,1880,11,11,5,1.1,3.1
164,DANVILLE,5345,QC,45.82,-71.98,1880-11-12,1880,11,12,5.6,1.7,3.7
165,DANVILLE,5345,QC,45.82,-71.98,1880-11-13,1880,11,13,2.2,-3.9,-0.9
166,DANVILLE,5345,QC,45.82,-71.98,1880-11-14,1880,11,14,-1.1,-7.2,-4.2
167,DANVILLE,5345,QC,45.82,-71.98,1880-11-15,1880,11,15,0,-8.3,-4.2
168,DANVILLE,5345,QC,45.82,-71.98,1880-11-16,1880,11,16,2.8,-7.2,-2.2
169,DANVILLE,5345,QC,45.82,-71.98,1880-11-17,1880,11,17,-0.6,-6.1,-3.4
170,DANVILLE,5345,QC,45.82,-71.98,1880-11-18,1880,11,18,-1.1,-6.1,-3.6
171,DANVILLE,5345,QC,45.82,-71.98,1880-11-19,1880,11,19,-3.9,-13.3,-8.6
172,DANVILLE,5345,QC,45.82,-71.98,1880-11-20,1880,11,20,-1.1,-11.7,-6.4
173,DANVILLE,5345,QC,45.82,-71.98,1880-11-21,1880,11,21,-2.2,-12.8,-7.5
174,DANVILLE,5345,QC,45.82,-71.98,1880-11-22,1880,11,22,-11.1,-15,-13.1
175,DANVILLE,5345,QC,45.82,-71.98,1880-11-23,1880,11,23,-12.2,-18.9,-15.6
176,DANVILLE,5345,QC,45.82,-71.98,1880-11-24,1880,11,24,-10,-19.4,-14.7
177,DANVILLE,5345,QC,45.82,-71.98,1880-11-25,1880,11,25,-6.1,-12.2,-9.2
178,DANVILLE,5345,QC,45.82,-71.98,1880-11-26,1880,11,26,-7.8,-19.4,-13.6
179,DANVILLE,5345,QC,45.82,-71.98,1880-11-27,1880,11,27,-5,-20.6,-12.8
180,DANVILLE,5345,QC,45.82,-71.98,1880-11-28,1880,11,28,-1.1,-11.1,-6.1
181,DANVILLE,5345,QC,45.82,-71.98,1880-11-29,1880,11,29,1.1,-6.7,-2.8
182,DANVILLE,5345,QC,45.82,-71.98,1880-11-30,1880,11,30,-2.2,-11.7,-7
183,DANVILLE,5345,QC,45.82,-71.98,1880-12-01,1880,12,1,-8.9,-15.6,-12.3
184,DANVILLE,5345,QC,45.82,-71.98,1880-12-02,1880,12,2,-10,-19.4,-14.7
185,DANVILLE,5345,QC,45.82,-71.98,1880-12-03,1880,12,3,-7.2,-11.7,-9.5
186,DANVILLE,5345,QC,45.82,-71.98,1880-12-04,1880,12,4,-3.9,-10,-7
187,DANVILLE,5345,QC,45.82,-71.98,1880-12-05,1880,12,5,1.7,-10,-4.2
188,DANVILLE,5345,QC,45.82,-71.98,1880-12-06,1880,12,6,3.3,-2.8,0.3
189,DANVILLE,5345,QC,45.82,-71.98,1880-12-07,1880,12,7,-2.8,-10,-6.4
190,DANVILLE,5345,QC,45.82,-71.98,1880-12-08,1880,12,8,-11.1,-21.1,-16.1
191,DANVILLE,5345,QC,45.82,-71.98,1880-12-09,1880,12,9,-7.2,-15,-11.1
192,DANVILLE,5345,QC,45.82,-71.98,1880-12-10,1880,12,10,-9.4,-22.8,-16.1
193,DANVILLE,5345,QC,45.82,-71.98,1880-12-11,1880,12,11,-12.2,-23.3,-17.8
194,DANVILLE,5345,QC,45.82,-71.98,1880-12-12,1880,12,12,-4.4,-12.2,-8.3
195,DANVILLE,5345,QC,45.82,-71.98,1880-12-13,1880,12,13,1.1,-4.4,-1.7
196,DANVILLE,5345,QC,45.82,-71.98,1880-12-14,1880,12,14,0.6,-1.7,-0.6
197,DANVILLE,5345,QC,45.82,-71.98,1880-12-15,1880,12,15,2.2,-1.7,0.3
198,DANVILLE,5345,QC,45.82,-71.98,1880-12-16,1880,12,16,0.6,-12.2,-5.8
199,DANVILLE,5345,QC,45.82,-71.98,1880-12-17,1880,12,17,-9.4,-13.3,-11.4
200,DANVILLE,5345,QC,45.82,-71.98,1880-12-18,1880,12,18,-11.1,-15.6,-13.4
201,DANVILLE,5345,QC,45.82,-71.98,1880-12-19,1880,12,19,-4.4,-11.1,-7.8
202,DANVILLE,5345,QC,45.82,-71.98,1880-12-20,1880,12,20,-3.9,-5.6,-4.8
203,DANVILLE,5345,QC,45.82,-71.98,1880-12-21,1880,12,21,-4.4,-11.1,-7.8
204,DANVILLE,5345,QC,45.82,-71.98,1880-12-22,1880,12,22,-10.6,-19.4,-15
205,DANVILLE,5345,QC,45.82,-71.98,1880-12-23,1880,12,23,-3.9,-18.9,-11.4
206,DANVILLE,5345,QC,45.82,-71.98,1880-12-24,1880,12,24,-5.6,-18.9,-12.3
207,DANVILLE,5345,QC,45.82,-71.98,1880-12-25,1880,12,25,-6.1,-10,-8.1
208,DANVILLE,5345,QC,45.82,-71.98,1880-12-26,1880,12,26,0,-12.8,-6.4
209,DANVILLE,5345,QC,45.82,-71.98,1880-12-27,1880,12,27,-2.2,-5,-3.6
210,DANVILLE,5345,QC,45.82,-71.98,1880-12-28,1880,12,28,-3.9,-21.7,-12.8
211,DANVILLE,5345,QC,45.82,-71.98,1880-12-29,1880,12,29,-12.2,-17.2,-14.7
212,DANVILLE,5345,QC,45.82,-71.98,1880-12-30,1880,12,30,-13.9,-24.4,-19.2
213,DANVILLE,5345,QC,45.82,-71.98,1880-12-31,1880,12,31,-13.3,-20,-16.7
214,DANVILLE,5345,QC,45.82,-71.98,1881-01-01,1881,1,1,-11.7,-20.6,-16.2
215,DANVILLE,5345,QC,45.82,-71.98,1881-01-02,1881,1,2,-8.3,-20.6,-14.5
216,DANVILLE,5345,QC,45.82,-71.98,1881-01-03,1881,1,3,-7.2,-11.7,-9.5
217,DANVILLE,5345,QC,45.82,-71.98,1881-01-04,1881,1,4,-12.2,-31.7,-22
218,DANVILLE,5345,QC,45.82,-71.98,1881-01-05,1881,1,5,-2.8,-18.3,-10.6
219,DANVILLE,5345,QC,45.82,-71.98,1881-01-06,1881,1,6,0,-10.6,-5.3
220,DANVILLE,5345,QC,45.82,-71.98,1881-01-07,1881,1,7,-2.2,-5.6,-3.9
221,DANVILLE,5345,QC,45.82,-71.98,1881-01-08,1881,1,8,-5.6,-18.9,-12.3
222,DANVILLE,5345,QC,45.82,-71.98,1881-01-09,1881,1,9,-10,-25.6,-17.8
223,DANVILLE,5345,QC,45.82,-71.98,1881-01-10,1881,1,10,-3.9,-10.6,-7.3
224,DANVILLE,5345,QC,45.82,-71.98,1881-01-11,1881,1,11,-5.6,-19.4,-12.5
225,DANVILLE,5345,QC,45.82,-71.98,1881-01-12,1881,1,12,-5.6,-19.4,-12.5
226,DANVILLE,5345,QC,45.82,-71.98,1881-01-13,1881,1,13,-0.6,-16.7,-8.7
227,DANVILLE,5345,QC,45.82,-71.98,1881-01-14,1881,1,14,1.1,-31.7,-15.3
228,DANVILLE,5345,QC,45.82,-71.98,1881-01-15,1881,1,15,-12.2,-31.1,-21.7
229,DANVILLE,5345,QC,45.82,-71.98,1881-01-16,1881,1,16,-6.7,-26.1,-16.4
230,DANVILLE,5345,QC,45.82,-71.98,1881-01-17,1881,1,17,-6.7,-16.1,-11.4
231,DANVILLE,5345,QC,45.82,-71.98,1881-01-18,1881,1,18,-7.8,-16.7,-12.3
232,DANVILLE,5345,QC,45.82,-71.98,1881-01-19,1881,1,19,-3.9,-17.8,-10.9
233,DANVILLE,5345,QC,45.82,-71.98,1881-01-20,1881,1,20,-5.6,-20.6,-13.1
234,DANVILLE,5345,QC,45.82,-71.98,1881-01-21,1881,1,21,-5,-20,-12.5
235,DANVILLE,5345,QC,45.82,-71.98,1881-01-22,1881,1,22,-5.6,-10.6,-8.1
236,DANVILLE,5345,QC,45.82,-71.98,1881-01-23,1881,1,23,-6.7,-7.2,-7
237,DANVILLE,5345,QC,45.82,-71.98,1881-01-24,1881,1,24,-10.6,-25,-17.8
238,DANVILLE,5345,QC,45.82,-71.98,1881-01-25,1881,1,25,-6.7,-18.9,-12.8
239,DANVILLE,5345,QC,45.82,-71.98,1881-01-26,1881,1,26,-5.6,-10.6,-8.1
240,DANVILLE,5345,QC,45.82,-71.98,1881-01-27,1881,1,27,-11.1,-14.4,-12.8
241,DANVILLE,5345,QC,45.82,-71.98,1881-01-28,1881,1,28,-15,-22.2,-18.6
242,DANVILLE,5345,QC,45.82,-71.98,1881-01-29,1881,1,29,-18.9,-25,-22
243,DANVILLE,5345,QC,45.82,-71.98,1881-01-30,1881,1,30,-17.2,-27.2,-22.2
244,DANVILLE,5345,QC,45.82,-71.98,1881-01-31,1881,1,31,-13.3,-25,-19.2
245,DANVILLE,5345,QC,45.82,-71.98,1881-02-01,1881,2,1,-17.2,-26.1,-21.7
246,DANVILLE,5345,QC,45.82,-71.98,1881-02-02,1881,2,2,-21.7,-31.7,-26.7
247,DANVILLE,5345,QC,45.82,-71.98,1881-02-03,1881,2,3,-15,-24.4,-19.7
248,DANVILLE,5345,QC,45.82,-71.98,1881-02-04,1881,2,4,-7.2,-17.2,-12.2
249,DANVILLE,5345,QC,45.82,-71.98,1881-02-05,1881,2,5,-2.8,-24.4,-13.6
250,DANVILLE,5345,QC,45.82,-71.98,1881-02-06,1881,2,6,0,-20,-10
251,DANVILLE,5345,QC,45.82,-71.98,1881-02-07,1881,2,7,4.4,-10.6,-3.1
252,DANVILLE,5345,QC,45.82,-71.98,1881-02-09,1881,2,9,4.4,-10,-2.8
253,DANVILLE,5345,QC,45.82,-71.98,1881-02-10,1881,2,10,7.8,4.4,6.1
254,DANVILLE,5345,QC,45.82,-71.98,1881-02-11,1881,2,11,6.7,1.1,3.9
255,DANVILLE,5345,QC,45.82,-71.98,1881-02-12,1881,2,12,2.2,0,1.1
256,DANVILLE,5345,QC,45.82,-71.98,1881-02-13,1881,2,13,0.6,-4.4,-1.9
257,DANVILLE,5345,QC,45.82,-71.98,1881-02-14,1881,2,14,-4.4,-17.2,-10.8
258,DANVILLE,5345,QC,45.82,-71.98,1881-02-15,1881,2,15,-5.6,-15,-10.3
259,DANVILLE,5345,QC,45.82,-71.98,1881-02-16,1881,2,16,0.6,-12.2,-5.8
260,DANVILLE,5345,QC,45.82,-71.98,1881-02-17,1881,2,17,-3.3,-8.9,-6.1
261,DANVILLE,5345,QC,45.82,-71.98,1881-02-18,1881,2,18,-3.3,-8.9,-6.1
262,DANVILLE,5345,QC,45.82,-71.98,1881-02-19,1881,2,19,-3.3,-6.7,-5
263,DANVILLE,5345,QC,45.82,-71.98,1881-02-20,1881,2,20,-4.4,-19.4,-11.9
264,DANVILLE,5345,QC,45.82,-71.98,1881-02-21,1881,2,21,0.6,-9.4,-4.4
265,DANVILLE,5345,QC,45.82,-71.98,1881-02-22,1881,2,22,0.6,-8.9,-4.2
266,DANVILLE,5345,QC,45.82,-71.98,1881-02-23,1881,2,23,0,-12.2,-6.1
267,DANVILLE,5345,QC,45.82,-71.98,1881-02-24,1881,2,24,-11.7,-28.9,-20.3
268,DANVILLE,5345,QC,45.82,-71.98,1881-02-25,1881,2,25,-11.7,-26.7,-19.2
269,DANVILLE,5345,QC,45.82,-71.98,1881-02-26,1881,2,26,-5,-23.3,-14.2
270,DANVILLE,5345,QC,45.82,-71.98,1881-02-27,1881,2,27,5.6,-10.6,-2.5
271,DANVILLE,5345,QC,45.82,-71.98,1881-02-28,1881,2,28,10,0,5
272,DANVILLE,5345,QC,45.82,-71.98,1881-03-01,1881,3,1,7.2,-6.1,0.6
273,DANVILLE,5345,QC,45.82,-71.98,1881-03-02,1881,3,2,-3.9,-10.6,-7.3
274,DANVILLE,5345,QC,45.82,-71.98,1881-03-03,1881,3,3,5,-7.8,-1.4
275,DANVILLE,5345,QC,45.82,-71.98,1881-03-04,1881,3,4,3.3,-1.7,0.8
276,DANVILLE,5345,QC,45.82,-71.98,1881-03-05,1881,3,5,6.1,-1.1,2.5
