X,lon,lat,alt,water,South
44635,-150.166461188346,-35.7661488009449,5284,1,1
6598,174.395901113749,-62.7057743697005,3602,1,1
44213,-30.4118690080941,-34.8938433824016,2701,1,1
33182,-31.062472499907,-24.8819123609454,5273,1,1
26026,-159.22099574469,-9.180007732083,5387,1,1
16026,-130.359984347597,-66.5065162459154,4626,1,1
34276,-140.493579050526,-7.11291227560798,4168,1,1
14980,-70.8485674671829,-22.4677712595817,3900,1,1
26601,126.251518651843,-49.5678836610044,3890,1,1
43166,75.7883603777736,-25.0566537943649,4265,1,1
29925,49.8551708087325,-4.70736840522893,5054,1,1
10327,123.093229522929,-0.549017779761199,8,1,1
27874,-132.374403113499,-12.3473844551772,3986,1,1
3899,30.7267445046455,-34.6881485164317,4307,1,1
11160,66.0579018574208,-19.4185201910425,2230,1,1
20912,-158.405081089586,-50.2018035741877,5061,1,1
44905,151.605943338946,-13.248981370833,4620,1,1
34871,-27.886416753754,-1.84423953455363,5093,1,1
32576,90.6970694102347,-54.6023159285768,4483,1,1
28667,37.5668856874108,-48.1794178437678,4425,1,1
43123,-126.04560806416,-35.570960592535,3630,1,1
41700,-12.9644660744816,-5.19393633374928,3423,1,1
7106,-87.1091601345688,-57.8498129858544,5138,1,1
16613,-51.1710862722248,-37.0126698081549,4224,1,1
41266,-170.121065201238,-29.0138839022281,5312,1,1
12017,-153.209035797045,-30.8187855349906,4966,1,1
37239,134.006969612092,-39.3670466476571,5576,1,1
22936,64.0735214855522,-17.5274822539224,3504,1,1
16622,-39.3002746626735,-57.2860647699427,2566,1,1
39438,-11.2864031083882,-18.8864911209603,2961,1,1
30875,34.2036391608417,-50.1175570373691,4702,1,1
12181,132.051759352908,-34.2609518228326,1050,1,1
41161,136.595446402207,-14.8696519959572,25,1,1
16650,100.20845473744,-22.3177280890083,5869,1,1
47788,-132.651448985562,-23.8860487013044,3807,1,1
3354,-55.1368908863515,-39.3828396805404,970,1,1
12040,59.8639791738242,-61.0861578981144,4748,1,1
37548,-135.629276661202,-51.4181758002515,4499,1,1
6948,-30.9923349134624,-15.1214228365392,4753,1,1
43169,175.986375454813,-6.61365205019641,5485,1,1
42325,-93.998986473307,-7.37762374758257,3978,1,1
24261,-156.695602834225,-55.5459125969153,3778,1,1
37476,159.751473739743,-67.9470682190412,2226,1,1
37466,-28.7412471603602,-18.3301012925782,5112,1,1
39274,-27.8975617513061,-27.579472900812,4685,1,1
22864,96.57519986853,-4.84700534221887,5195,1,1
32233,-87.8701647743583,-28.0211988339773,2930,1,1
37810,-16.9093436747789,-49.5304537260185,4198,1,1
40444,-77.3590535111725,-21.513875874586,4761,1,1
33395,39.4287305139005,-28.5461999301015,4828,1,1
43494,164.443472949788,-11.089456761799,4671,1,1
39088,-122.526956275105,-38.672232212334,4422,1,1
5488,61.1106240749359,-43.0005383070319,5194,1,1
46446,71.7574694473296,-52.3725726336509,347,1,1
18047,-115.714826658368,-0.0917126710490087,4115,1,1
17015,71.0623210854828,-16.8854838523064,4200,1,1
5766,101.861591180786,-31.7377959445706,3377,1,1
36947,-153.930871635675,-3.68026859643428,5155,1,1
1847,-12.7560666482896,-40.4239332572158,3073,1,1
44663,80.3708238713443,-26.9798731523458,4260,1,1
43571,125.715571213514,-33.6605549877038,343,1,1
20139,-84.4970500655472,-61.6134672059165,4815,1,1
35,-153.715578345582,-4.21844238427937,4677,1,1
9789,109.591089505702,-38.3299702479327,4717,1,1
38996,74.8482399154454,-12.9571146440774,5151,1,1
8759,-27.6484919898212,-66.272261306331,4826,1,1
41006,61.5573171526194,-14.0345221294865,2551,1,1
103,124.735432360321,-12.0662276705201,129,1,1
1180,-111.758771790192,-54.1299798619859,3629,1,1
7249,156.22690600343,-24.5658338462904,2865,1,1
11156,-176.862006140873,-16.4312640815205,2383,1,1
15478,133.309266697615,-4.19519210373377,70,1,1
41257,-111.170255234465,-1.54730280742647,3978,1,1
19340,115.171720823273,-12.3188198728369,4959,1,1
45531,155.087002962828,-24.6541096577733,4363,1,1
18857,-24.7955621313304,-9.02508777326675,5108,1,1
36102,-61.8343486078084,-51.7813692321715,170,1,1
19638,-140.667976783589,-34.4202900684785,5043,1,1
12415,-100.191760081798,-29.0722027706308,3714,1,1
2290,-39.759999923408,-76.6063853255692,595,1,1
31224,-176.737571340054,-53.1770094097942,5423,1,1
17064,-155.492280721664,-17.458301436037,4849,1,1
27762,109.01812565513,-26.7084792747654,6114,1,1
24752,175.456324685365,-34.2387087470084,1761,1,1
30702,-94.2020704317838,-31.4865282140853,3838,1,1
27384,-95.4146505240351,-52.92086537084,5054,1,1
29313,73.5311390832067,-10.1894606229626,5020,1,1
46480,-113.865500790998,-37.8032861372394,2436,1,1
24219,177.120827240869,-15.9789925770168,2176,1,1
1385,15.1766909658909,-64.4422794445326,4729,1,1
20922,68.0576159153134,-19.6517377596357,3275,1,1
4179,-2.98888524994254,-39.6317352138549,4474,1,1
41252,128.216202221811,-14.4927058036786,19,1,1
13174,11.2431165296584,-39.2548293179999,5028,1,1
45535,-88.096968261525,-4.06174528712923,3575,1,1
35083,53.391598854214,-18.8846624805474,4848,1,1
12920,-121.36516992934,-34.1442665041919,4051,1,1
5516,11.7160520888865,-8.1383692118999,2092,1,1
18375,-53.3233423344791,-68.8213601839817,2862,1,1
17403,-97.8863003477454,-18.2316948210297,4257,1,1
49636,63.194955708459,-9.98288403932658,3026,1,1
9819,-142.703315103427,-34.2496307037855,5202,1,1
43282,-73.578034657985,-18.7594532270496,4640,1,1
48301,-142.451901426539,-70.7778183851354,4344,1,1
1684,107.052580593154,-39.9878780005806,4440,1,1
11842,175.086595164612,-55.6653976973256,5086,1,1
14438,99.609273802489,-15.4094338298253,5923,1,1
31681,-10.3749119583517,-43.2658178474384,3950,1,1
46452,-97.9814488627017,-28.1475878635001,3433,1,1
23498,26.2241161242127,-67.3589085121697,4043,1,1
32892,39.9763441365212,-35.9349580174767,5123,1,1
49848,35.7539427280426,-43.203358374223,4286,1,1
34558,24.3949432857335,-49.5915703365955,4794,1,1
652,-50.4284527525306,-30.8285590570687,37,1,1
3299,128.122480977327,-61.643571590436,4328,1,1
6566,96.116474987939,-32.7124795043507,4558,1,1
1022,-68.6533407401294,-60.6001350975174,4240,1,1
20528,-4.20326250605285,-11.221075484461,5181,1,1
42907,85.0342110358179,-26.183634154704,4536,1,1
31293,-164.53512202017,-64.9255843671196,3061,1,1
8985,-42.9040392301977,-30.3443071954185,3850,1,1
20183,-139.072252521291,-75.0883990098449,41,1,1
30952,12.9075292311609,-50.2677004910857,4229,1,1
13364,12.7372303325683,-41.7238686199515,4311,1,1
14423,90.5400834046304,-51.6321275734418,3976,1,1
35881,134.988185372204,-1.25799502652074,405,1,1
24653,-118.667544163764,-59.6948940150046,4775,1,1
40386,43.7515467870981,-46.3162178689007,2825,1,1
16605,133.077874034643,-7.25704221054729,43,1,1
10160,-118.944964287803,-4.50032291854776,4231,1,1
15186,48.2776899263263,-42.748753548987,3057,1,1
19625,-35.621264660731,-60.9567941217224,2165,1,1
1047,45.4611280560493,-32.8264977970418,1715,1,1
17363,134.116922831163,-53.7481834859753,3528,1,1
11832,-106.410860912874,-2.53535223050265,3782,1,1
23430,-101.730848997831,-51.2105467688759,4373,1,1
34389,15.7540920283645,-45.2183079947806,4615,1,1
11081,41.5553029999137,-10.9886344312466,1639,1,1
26629,135.485730366781,-3.27383413344269,335,1,1
32464,90.3984713181853,-41.3243726004536,3019,1,1
21557,87.0575452968478,-45.641935828142,3499,1,1
20486,-107.681307569146,-10.0061018822686,3482,1,1
35011,-111.925587169826,-30.7877763350905,2606,1,1
3663,31.2340122554451,-39.5650998683144,4100,1,1
15621,-120.850828438997,-38.3233532979169,4014,1,1
29723,-34.6964464522898,-7.02744611932902,22,1,1
13135,-47.6963998284191,-33.6278184373947,3573,1,1
32305,4.75197030231357,-29.6413199335489,5009,1,1
13777,-165.322265457362,-42.4312997840761,5225,1,1
36564,-51.6349024884403,-57.5904992138366,4011,1,1
3371,-113.771183257923,-44.5318208300896,3009,1,1
33265,8.27580043114722,-43.0881377547442,3652,1,1
24351,-33.3165056537837,-41.9075185756684,5003,1,1
21832,-30.8779268804938,-51.8174754309092,3427,1,1
5774,140.065360106528,-54.0384900776715,3368,1,1
16613,-51.1710862722248,-37.0126698081549,4224,1,1
34602,-149.666045140475,-30.1759838249745,4054,1,1
25610,-136.643957169726,-73.3169602522014,2725,1,1
9870,-156.325717158616,-25.445640424116,4861,1,1
38563,-21.089579584077,-18.7021465472659,4923,1,1
5765,-155.552251311019,-7.89883178127599,5418,1,1
17352,52.7959876041859,-44.9648780608357,3360,1,1
37818,-82.8583965450525,-53.6516180764393,4471,1,1
