"","lon","lat","alt"
"1",35.2409384027123,8.04236675525867,1376
"2",125.735456692055,45.3293258490796,127
"3",-134.382568057626,37.7427171538705,-5028
"4",-23.6233155895025,-12.2371608496216,-5358
"5",-5.33857838250697,21.5519040298062,237
"6",47.8593455348164,18.9131499916804,487
"7",-66.6631127335131,9.7499823409534,310
"8",-154.560414841399,-27.1124951449141,-4856
"9",83.2508382573724,-11.170069795074,-4966
"10",25.1206663995981,-37.300287694286,-3397
"11",-111.204782053828,-14.9920487936993,-3350
"12",7.76846386492252,-63.1744516116003,-5178
"13",-12.446455154568,-4.18049032806634,-3351
"14",13.6514446791261,-33.2197393547917,-4092
"15",-1.01125725544989,-56.5736128951284,-3798
"16",52.0109642017633,-5.06613834557082,-4887
"17",-30.4599481914192,-10.8830184741248,-5321
"18",-170.255969837308,-14.3918658067157,-1723
"19",-145.529866442084,-24.0248859003481,-4481
"20",-103.158098096028,-67.4901697447657,-4631
"21",-131.855680989102,13.8049382528788,-5109
"22",-99.9490761570632,-29.4553989641607,-2889
"23",-21.0061279311776,61.6898992453651,-1968
"24",101.848042253405,-47.5826876027787,-2933
"25",145.309709971771,2.8045379281162,-4342
"26",131.205694992095,-19.5905888123,300
"27",-101.516909217462,0.703961179460598,-3293
"28",59.4397243671119,-33.2757016802303,-5434
"29",-1.96802828460932,-67.5437727324271,-4501
"30",-111.524169109762,-1.75186132848879,-4002
"31",-86.5310772042722,-59.4727902795635,-5204
"32",89.5353761874139,-8.60209921649399,-4511
"33",-21.9735438097268,64.0694453517084,17
"34",104.199002981186,-1.80933970042249,28
"35",-153.715578345582,-4.21844238427937,-4677
"36",77.5718642491847,19.3838071425602,461
"37",127.271127551794,78.4611087397841,-2769
"38",124.302619798109,17.05930618617,-3425
"39",-65.5492879729718,8.36714114840574,129
"40",70.8700856566429,19.0805308801843,-101
"41",-49.9057949893177,-30.2631269963785,-42
"42",-85.1306441612542,38.8582073637074,245
"43",83.4721007198095,49.1547060435501,684
"44",-75.3312523663044,-39.9733983304131,-4128
"45",-83.5358671378344,-58.7030489546309,-5056
"46",124.938318254426,47.4275369065487,159
"47",-70.633447682485,25.6339305711798,-5527
"48",-125.186859117821,-43.9811123765746,-4413
"49",-94.4959950260818,7.4978190471564,-3666
"50",-150.537550672889,49.9249705108762,-4888
"51",-10.6508321408182,-2.85924892517856,-3469
"52",79.3406274542212,-15.4776199664967,-5025
"53",145.986515711993,-20.3363060625472,357
"54",-69.6075806859881,-14.0639568704317,3229
"55",-158.323991624638,-14.2734093032806,-4986
"56",142.245198832825,-7.43769295899825,51
"57",7.8854360897094,26.4233739703499,611
"58",-164.880816265941,-54.2612477605615,-4917
"59",-54.3542647082359,23.0943638457078,-5127
"60",42.3805744573474,-34.1290204929233,-4542
"61",-25.0310460012406,-71.3401668286966,-3877
"62",50.1587002258748,37.2685915811394,-22
"63",11.174921952188,10.2360241611175,464
"64",166.840061489493,-57.6848867681105,-5271
"65",-75.207618875429,-47.7843020398292,38
"66",-168.237602273002,-66.1832880463032,-3441
"67",-56.5733227785677,49.8222066925297,139
"68",-131.110872533172,70.2569233902369,-18
"69",68.8092802651227,-51.0177597293559,-2187
"70",147.654158882797,41.8733324559898,-5491
"71",-77.8703138977289,16.4868366627575,-2062
"72",47.3712924588472,-63.7011769719832,-4219
"73",54.6721058059484,-34.6483483722044,-3888
"74",101.926118340343,-11.5342685647728,-5014
"75",-10.975119676441,-1.32594517957341,-3908
"76",-41.5096906106919,57.223382193271,-3267
"77",-134.488649340346,-22.618718043555,-3903
"78",-139.161907117814,41.0624402818033,-4400
"79",63.3986003324389,38.1323246947269,204
"80",-124.366820314899,-29.1783251065766,-3708
"81",120.612970562652,-34.5667544389551,-409
"82",-42.5087803602219,76.9607320012869,2638
"83",176.819155672565,-19.3894560778952,-2985
"84",-28.3593503013253,-46.7728124670112,-4647
"85",61.990555934608,-60.9180668286998,-4682
"86",-33.526073852554,-35.5638739580687,-4321
"87",-149.431588556617,-24.1153494340989,-4957
"88",-170.637937439606,62.1167161691485,-50
"89",-112.75340102613,-23.5443086895036,-3414
"90",-129.625155301765,45.5127416628783,-2698
"91",-22.0217223186046,12.6564717259769,-4823
"92",-169.028457133099,29.8471934724428,-5352
"93",79.664584742859,1.11447956612807,-4574
"94",-22.0954743493348,37.8174359689659,-4598
"95",-130.946295624599,-3.89549893907297,-4645
"96",12.1227100118995,-64.8332026956679,-4390
"97",108.648539464921,-68.5159134208366,2042
"98",27.6789883710444,27.7740397125269,197
"99",-71.0724563151598,-60.1100278946555,-4167
"100",-65.8967875968665,19.2179512691752,-7231
"101",59.4409251585603,-10.5931291719629,-2973
"102",-144.783828696236,49.2287959741135,-4222
"103",124.735432360321,-12.0662276705201,-129
"104",-28.6620688531548,-76.9504656918919,1094
"105",71.5006954595447,-86.1653655436706,3236
"106",-76.9055466167629,-34.2338093704905,-4148
"107",91.9280072115362,-62.4946694684843,-4041
"108",34.8266116250306,-22.9915985019049,108
"109",-108.231820659712,63.5859764934855,399
"110",23.6194613389671,-79.2369353934265,3289
"111",101.858579143882,0.396118909277655,16
"112",-67.4398973118514,-40.3704049656085,530
"113",178.766422988847,-63.0995516395577,-3708
"114",93.7964081112295,-20.9731285088482,-4993
"115",126.465026848018,-68.0185635193108,1654
"116",-143.794360030442,33.4676530452796,-5479
"117",89.3934256397188,-8.76581390074711,-4208
"118",18.8500643055886,36.0763488564509,-3661
"119",108.021997651085,16.1371206640353,71
"120",-126.020878180861,-12.4140942381445,-3980
"121",-15.4432126041502,62.9904877830388,-1757
"122",12.9862788878381,32.6095928407926,92
"123",-30.1410117466003,65.9081067474987,-377
"124",-115.751182325184,-15.7464960830232,-3324
"125",-71.5263793710619,-55.1618717025001,-216
"126",-178.362890928984,54.6994742410969,-3802
"127",-107.474089991301,-48.6251130217033,-3942
"128",153.482648860663,24.2009429646921,-5398
"129",100.474581923336,0.0713997478139111,551
"130",-103.072338318452,52.5215566449533,512
"131",-63.7280841451138,-24.9381791436851,309
"132",86.6076700296253,-47.7469158289994,-3654
"133",145.935268672183,8.85608538490499,-3842
"134",163.360196286812,9.95564144593162,-5376
"135",-17.1144520305097,-33.2314361101009,-3800
"136",-51.9034097995609,-5.7001302442252,200
"137",25.5654176417738,38.3018814062559,-634
"138",-51.5364216640592,-16.2110506254539,381
"139",120.369122391567,-54.0377067665649,-4164
"140",-58.8798621017486,-55.0441216997381,-2754
"141",-168.113307533786,-8.97328681109228,-4341
"142",-120.626402394846,25.0473409540802,-4025
"143",-170.484300591052,-43.0738427618003,-2378
"144",-84.7750126663595,9.31210172012175,-904
"145",112.235714904964,62.6940156993712,316
"146",-89.5257372502238,-30.7771689341225,-3513
"147",145.508713284507,-23.5661262218801,282
"148",-112.885220116004,60.7358156113625,180
"149",-164.621879160404,-0.442046064227944,-4701
"150",-42.8443383704871,39.7865633138791,-4778
"151",55.8297196403146,41.8048566532153,139
"152",-123.312058718875,45.2987543936871,128
"153",71.7773559316993,-71.9004092294962,759
"154",-154.814857738093,75.6300377390025,-3850
"155",97.814775891602,-48.6294835043792,-3115
"156",19.7673795372248,-58.5173411141466,-5395
"157",-141.806348785758,35.9713713726356,-5377
"158",-145.732975713909,34.2123813646636,-5392
"159",-104.691900461912,5.11713143896804,-3558
"160",-168.549271272495,-0.303335133964265,-5665
"161",-159.103852026165,-40.9468971515066,-4763
"162",-36.0717938002199,27.1540927534946,-4439
"163",-12.2936752717942,-36.8680267438691,-3543
"164",-81.798234237358,69.032383975273,41
"165",-155.663735233247,3.31598246965946,-4697
"166",176.111237984151,16.4742449877129,-4059
"167",126.614414239302,5.68087909539895,-1812
"168",-59.9575079698116,-29.5764597164313,55
"169",19.8225591145456,20.5584665412276,635
"170",-21.2281513866037,-61.0348504056053,-4017
"171",-138.372849002481,-50.0259554989118,-4396
"172",15.3951556328684,83.631850093345,-3921
"173",-93.2284480053931,21.2029004608765,-2549
"174",-132.872728463262,-29.6759196303067,-4239
"175",-46.2525480240583,53.2493669937036,-4007
"176",-75.8344078715891,-66.898217781358,-3033
"177",-71.6140726022422,12.1891448772593,296
"178",-85.4919699020684,-7.98796028265486,-4373
"179",-140.779586602002,-74.4243167588212,-738
"180",-131.51969240047,15.2063988991674,-5051
"181",172.063496410847,-27.3084647710839,-2911
"182",-169.595327340066,28.1544854119295,-4625
"183",-54.5068239793181,-13.5762039389702,484
"184",-144.477925440297,-71.7921052244098,-4295
"185",-102.451541461051,21.244523943877,1764
"186",119.840193791315,25.0417431469741,-62
"187",-150.160952182487,-12.3042303623496,-4197
"188",-162.163070999086,-57.2930396294017,-4118
"189",88.6910415161401,16.4561918417002,-2601
"190",81.1647447478026,-7.19105998829369,-5087
"191",0.925590600818396,-12.8038407689416,-5556
"192",-100.918068001047,-40.1665684289038,-4214
"193",-136.987421745434,-12.0332180333439,-3973
"194",110.105516072363,40.8108677420842,1687
